First Name,Last Name,Full Name,Sex,Season,Age,Placement,Starting Tribe,Difficulty
Adam,Gentry,Adam Gentry,M,13,27,5,Blue,E
Sundra,Oakley,Sundra Oakley,F,13,31,4,Yellow,E
Becky,Lee,Becky Lee,F,13,28,3,Green,E
Ozzy,Lusth,Ozzy Lusth,M,13,25,2,Red,E
Yul,Kwon,Yul Kwon,M,13,31,1,Green,E
Jessica,deBen,Jessica deBen,F,14,27,19,Orange,H
Erica,Durousseau,Erica Durousseau,F,14,26,18,Orange,H
Sylvia,Kwan,Sylvia Kwan,F,14,52,17,Orange,H
Gary,Stritesky,Gary Stritesky,M,14,55,16,Green,H
Liliana,Gomez,Liliana Gomez,F,14,25,15,Green,H
Rita,Verreos,Rita Verreos,F,14,38,14,Orange,H
Anthony,Robinson,Anthony Robinson,M,14,32,13,Orange,H
Rocky,Reid,Rocky Reid,M,14,28,12,Orange,M
Lisi,Linares,Lisi Linares,F,14,36,11,Green,H
Michelle,Yi,Michelle Yi,F,14,22,10,Orange,H
Edgardo,Rivera,Edgardo Rivera,M,14,28,9,Green,E
Mookie,Lee,Mookie Lee,M,14,25,8,Orange,E
Alex,Angarita,Alex Angarita,M,14,28,7,Green,M
Stacy,Kimball,Stacy Kimball,F,14,27,6,Green,M
Boo,Bernis,Boo Bernis,M,14,34,5,Green,M
Yau-Man,Chan,Yau-Man Chan,M,14,54,4,Orange,E
Dreamz,Herd,Dreamz Herd,M,14,24,3,Orange,E
Cassandra,Franklin,Cassandra Franklin,F,14,42,2,Green,E
Earl,Cole,Earl Cole,M,14,35,1,Orange,E
Chicken,Morris,Chicken Morris,M,15,47,16,Yellow,E
Ashley,Massaro,Ashley Massaro,F,15,28,15,Yellow,M
Leslie,Nease,Leslie Nease,F,15,38,14,Red,M
Dave,Cruser,Dave Cruser,M,15,37,13,Yellow,M
Aaron,Reisberger,Aaron Reisberger,M,15,32,12,Red,M
Sherea,Lloyd,Sherea Lloyd,F,15,25,11,Yellow,M
Jaime,Dugan,Jaime Dugan,F,15,22,10,Yellow,M
Jean-Robert,Bellande,Jean-Robert Bellande,M,15,36,9,Red,E
Frosti,Zernow,Frosti Zernow,M,15,20,8,Yellow,M
James,Clement,James Clement,M,15,30,7,Red,E
Erik,Huffman,Erik Huffman,M,15,26,6,Yellow,M
Peih-Gee,Law,Peih-Gee Law,F,15,29,5,Yellow,E
Denise,Martin,Denise Martin,F,15,40,4,Red,M
Amanda,Kimmel,Amanda Kimmel,F,15,22,3,Red,E
Courtney,Yates,Courtney Yates,F,15,26,2,Red,E
Todd,Herzog,Todd Herzog,M,15,22,1,Red,E
Jonny,Fairplay,Jonny Fairplay,M,16,33,20,Purple,E
Mary,Sartain,Mary Sartain,F,16,28,19,Orange,H
Yau-Man,Chan,Yau-Man Chan,M,16,55,18,Purple,E
Mikey,Bortone,Mikey Bortone,M,16,33,17,Orange,H
Joel,Anderson,Joel Anderson,M,16,32,16,Orange,H
Jonathan,Penner,Jonathan Penner,M,16,45,15,Purple,E
Chet,Welch,Chet Welch,M,16,48,14,Orange,M
Kathy,Sleckman,Kathy Sleckman,F,16,45,13,Orange,M
Tracy,Hughes-Wolf,Tracy Hughes-Wolf,F,16,43,12,Orange,H
Ami,Cusack,Ami Cusack,F,16,35,11,Purple,H
Eliza,Orlins,Eliza Orlins,F,16,25,10,Purple,E
Ozzy,Lusth,Ozzy Lusth,M,16,26,9,Purple,E
Jason,Siska,Jason Siska,M,16,22,8,Orange,E
James,Clement,James Clement,M,16,30,7,Purple,E
Alexis,Jones,Alexis Jones,F,16,24,6,Orange,E
Erik,Reichenbach,Erik Reichenbach,M,16,22,5,Orange,E
Natalie,Bolton,Natalie Bolton,F,16,32,4,Orange,E
Cirie,Fields,Cirie Fields,F,16,37,3,Purple,E
Amanda,Kimmel,Amanda Kimmel,F,16,23,2,Purple,E
Parvati,Shallow,Parvati Shallow,F,16,25,1,Purple,E
Michelle,Chase,Michelle Chase,F,17,24,18,Red,H
Gillian,Larson,Gillian Larson,F,17,61,17,Red,H
Paloma,Soto-Castillo,Paloma Soto-Castillo,F,17,23,16,Yellow,H
Jacquie,Berg,Jacquie Berg,F,17,25,15,Yellow,H
G.C.,Brown,G.C. Brown,M,17,25,14,Red,H
Kelly,Czarnecki,Kelly Czarnecki,F,17,22,13,Yellow,H
Ace,Gordon,Ace Gordon,M,17,27,12,Yellow,M
Dan,Kay,Dan Kay,M,17,32,11,Red,M
Marcus,Lehman,Marcus Lehman,M,17,28,10,Yellow,M
Charlie,Herschel,Charlie Herschel,M,17,29,9,Yellow,M
Randy,Bailey,Randy Bailey,M,17,49,8,Red,E
Corinne,Kaplan,Corinne Kaplan,F,17,29,7,Yellow,E
Crystal,Cox,Crystal Cox,F,17,29,6,Red,E
Ken,Hoang,Ken Hoang,M,17,22,5,Red,E
Matty,Whitmore,Matty Whitmore,M,17,29,4,Red,E
Sugar,Kiper,Sugar Kiper,F,17,29,3,Yellow,E
Susie,Smith,Susie Smith,F,17,47,2,Red,E
Bob,Crowley,Bob Crowley,M,17,57,1,Yellow,E
Carolina,Eastwood,Carolina Eastwood,F,18,26,16,Red,H
Candace,Smith,Candace Smith,F,18,31,15,Black,H
Jerry,Sims,Jerry Sims,M,18,49,14,Black,H
Sandy,Burgin,Sandy Burgin,F,18,53,13,Red,H
Spencer,Duhm,Spencer Duhm,M,18,18,12,Red,H
Sydney,Wheeler,Sydney Wheeler,F,18,24,11,Red,H
Joe,Dowdle,Joe Dowdle,M,18,26,10,Red,H
Brendan,Synnott,Brendan Synnott,F,18,30,9,Black,H
Tyson,Apostol,Tyson Apostol,M,18,29,8,Black,E
Sierra,Reed,Sierra Reed,F,18,23,7,Black,E
Debbie,Beebe,Debbie Beebe,F,18,46,6,Black,M
Coach,Wade,Coach Wade,M,18,37,5,Black,E
Taj,Johnson-George,Taj Johnson-George,F,18,37,4,Red,E
Erinn,Lobdell,Erinn Lobdell,F,18,26,3,Black,E
Stephen,Fishbach,Stephen Fishbach,M,18,29,2,Red,E
J.T.,Thomas,J.T. Thomas,M,18,24,1,Red,E
Marisa,Calihan,Marisa Calihan,F,19,25,20,Yellow,H
Mike,Borassi,Mike Borassi,M,19,62,19,Yellow,H
Betsy,Bolan,Betsy Bolan,F,19,48,18,Yellow,H
Ben,Browning,Ben Browning,M,19,28,17,Yellow,H
Yasmin,Giles,Yasmin Giles,F,19,33,16,Purple,H
Ashley,Trainer,Ashley Trainer,F,19,22,15,Yellow,H
Russell,Swan,Russell Swan,M,19,42,14,Purple,E
Liz,Kim,Liz Kim,F,19,33,13,Yellow,H
Erik,Cardona,Erik Cardona,M,19,28,12,Purple,H
Kelly,Sharbaugh,Kelly Sharbaugh,F,19,25,11,Purple,H
Laura,Morett,Laura Morett,F,19,39,10,Purple,E
John,Fincher,John Fincher,M,19,25,9,Purple,E
Dave,Ball,Dave Ball,M,19,37,8,Purple,E
Monica,Padilla,Monica Padilla,F,19,24,7,Purple,E
Shambo,Waters,Shambo Waters,F,19,45,6,Purple,E
Jaison,Robinson,Jaison Robinson,M,19,28,5,Yellow,M
Brett,Clouser,Brett Clouser,M,19,23,4,Purple,M
Mick,Trimming,Mick Trimming,M,19,33,3,Yellow,M
Russell,Hantz,Russell Hantz,M,19,36,2,Yellow,E
Natalie,White,Natalie White,F,19,26,1,Yellow,E
Sugar,Kiper,Sugar Kiper,F,20,30,20,Blue,E
Stephenie,LaGrossa,Stephenie LaGrossa,F,20,30,19,Blue,E
Randy,Bailey,Randy Bailey,M,20,50,18,Red,E
Cirie,Fields,Cirie Fields,F,20,39,17,Blue,E
Tom,Westman,Tom Westman,M,20,46,16,Blue,E
Tyson,Apostol,Tyson Apostol,M,20,30,15,Red,E
James,Clement,James Clement,M,20,32,14,Blue,E
Rob,Mariano,Rob Mariano,M,20,34,13,Red,E
Coach,Wade,Coach Wade,M,20,38,12,Red,E
Courtney,Yates,Courtney Yates,F,20,28,11,Red,E
J.T.,Thomas,J.T. Thomas,M,20,25,10,Blue,E
Amanda,Kimmel,Amanda Kimmel,F,20,25,9,Blue,E
Candice,Woodcock,Candice Woodcock,F,20,27,8,Blue,E
Danielle,DiLorenzo,Danielle DiLorenzo,F,20,28,7,Red,E
Rupert,Boneham,Rupert Boneham,M,20,46,6,Blue,E
Colby,Donaldson,Colby Donaldson,M,20,35,5,Blue,E
Jerri,Manthey,Jerri Manthey,F,20,39,4,Red,E
Russell,Hantz,Russell Hantz,M,20,37,3,Red,E
Parvati,Shallow,Parvati Shallow,F,20,27,2,Red,E
Sandra,Diaz-Twine,Sandra Diaz-Twine,F,20,35,1,Red,E
Wendy,DeSmidt-Kohlhoff,Wendy DeSmidt-Kohlhoff,F,21,48,20,Blue,H
Shannon,Elkins,Shannon Elkins,M,21,30,19,Yellow,H
Jimmy,Johnson,Jimmy Johnson,M,21,66,18,Blue,H
Jimmy,Tarantino,Jimmy Tarantino,M,21,47,17,Blue,H
Tyrone,Davis,Tyrone Davis,M,21,42,16,Blue,H
Kelly,Bruno,Kelly Bruno,F,21,26,15,Yellow,H
Yve,Rojas,Yve Rojas,F,21,41,14,Blue,H
Jill,Behm,Jill Behm,F,21,43,13,Blue,H
Alina,Wilson,Alina Wilson,F,21,23,12,Yellow,H
Marty,Piombo,Marty Piombo,M,21,48,11,Blue,H
Brenda,Lowe,Brenda Lowe,F,21,27,10,Yellow,E
NaOnka,Mixon,NaOnka Mixon,F,21,27,9,Yellow,E
Kelly,Shinn,Kelly Shinn,F,21,20,8,Yellow,E
Benry,Henry,Benry Henry,M,21,24,7,Yellow,M
Jane,Bright,Jane Bright,F,21,56,6,Blue,M
Dan,Lembo,Dan Lembo,M,21,63,5,Blue,M
Holly,Hoffman,Holly Hoffman,F,21,44,4,Blue,M
Sash,Lenahan,Sash Lenahan,M,21,30,3,Yellow,M
Chase,Rice,Chase Rice,M,21,23,2,Yellow,M
Fabio,Birza,Fabio Birza,M,21,21,1,Yellow,E
Francesca,Hogi,Francesca Hogi,F,22,36,18,Orange,E
Russell,Hantz,Russell Hantz,M,22,38,17,Purple,E
Kristina,Kell,Kristina Kell,F,22,45,16,Orange,H
Krista,Klumpp,Krista Klumpp,F,22,25,15,Purple,H
Stephanie,Valencia,Stephanie Valencia,F,22,25,14,Purple,H
Sarita,White,Sarita White,F,22,36,13,Purple,H
David,Murphy,David Murphy,M,22,31,12,Purple,H
Julie,Wolfe,Julie Wolfe,F,22,50,11,Purple,H
Steve,Wright,Steve Wright,M,22,51,10,Purple,M
Ralph,Kiser,Ralph Kiser,M,22,44,9,Purple,M
Grant,Mattos,Grant Mattos,M,22,29,8,Orange,M
Matthew,Elrod,Matthew Elrod,M,22,22,7,Orange,E
Mike,Chiesl,Mike Chiesl,M,22,31,6,Purple,M
Andrea,Boehlke,Andrea Boehlke,F,22,21,5,Orange,E
Ashley,Underwood,Ashley Underwood,F,22,25,4,Orange,E
Natalie,Tenerelli,Natalie Tenerelli,F,22,19,3,Orange,E
Phillip,Sheppard,Phillip Sheppard,M,22,52,2,Orange,E
Rob,Mariano,Rob Mariano,M,22,35,1,Orange,E
Semhar,Tadesse,Semhar Tadesse,F,23,24,18,Red,M
Papa,Bear,Papa Bear,M,23,48,17,Red,M
Stacey,Powell,Stacey Powell,F,23,44,16,Blue,E
Elyse,Umemoto,Elyse Umemoto,F,23,27,15,Red,M
Mikayla,Wingle,Mikayla Wingle,F,23,22,14,Blue,M
Christine,Shields-Markoski,Christine Shields-Markoski,F,23,40,13,Blue,M
Jim,Rice,Jim Rice,M,23,35,12,Red,M
Keith,Tollefson,Keith Tollefson,M,23,26,11,Red,M
Dawn,Meehan,Dawn Meehan,F,23,40,10,Red,M
Whitney,Duncan,Whitney Duncan,F,23,26,9,Red,M
John,Cochran,John Cochran,M,23,24,8,Red,E
Edna,Ma,Edna Ma,F,23,35,7,Blue,M
Brandon,Hantz,Brandon Hantz,M,23,19,6,Blue,E
Rick,Nelson,Rick Nelson,M,23,51,5,Blue,E
Ozzy,Lusth,Ozzy Lusth,M,23,30,4,Red,E
Albert,Destrade,Albert Destrade,M,23,26,3,Blue,E
Coach,Wade,Coach Wade,M,23,39,2,Blue,E
Sophie,Clarke,Sophie Clarke,F,23,21,1,Blue,E
Kourtney,Moon,Kourtney Moon,F,24,29,18,Blue,H
Nina,Acosta,Nina Acosta,F,24,51,17,Blue,H
Matt,Quinlan,Matt Quinlan,M,24,33,16,Orange,H
Bill,Posley,Bill Posley,M,24,28,15,Orange,H
Monica,Culpepper,Monica Culpepper,F,24,41,14,Blue,M
Colton,Cumbie,Colton Cumbie,M,24,21,13,Orange,E
Jonas,Otsuji,Jonas Otsuji,M,24,37,12,Orange,H
Michael,Jefferson,Michael Jefferson,M,24,30,11,Orange,H
Jay,Byars,Jay Byars,M,24,24,10,Orange,M
Leif,Manson,Leif Manson,M,24,27,9,Orange,M
Troyzan,Robertson,Troyzan Robertson,M,24,50,8,Orange,E
Kat,Edorsson,Kat Edorsson,F,24,22,7,Blue,E
Tarzan,Smith,Tarzan Smith,M,24,64,6,Orange,E
Alicia,Rosa,Alicia Rosa,F,24,25,5,Blue,E
Christina,Cha,Christina Cha,F,24,28,4,Blue,E
Chelsea,Meissner,Chelsea Meissner,F,24,26,3,Blue,E
Sabrina,Thompson,Sabrina Thompson,F,24,33,2,Blue,E
Kim,Spradlin,Kim Spradlin,F,24,29,1,Blue,E
Zane,Knight,Zane Knight,M,25,28,18,Blue,E
Roxanne,Morris,Roxanne Morris,F,25,28,17,Blue,H
Angie,Layton,Angie Layton,F,25,20,16,Blue,H
Russell,Swan,Russell Swan,M,25,45,15,Blue,E
Dana,Lambert,Dana Lambert,F,25,32,14,Red,H
Sarah,Dawson,Sarah Dawson,F,25,28,13,Red,H
Katie,Hanson,Katie Hanson,F,25,22,12,Red,H
R.C.,Saint-Amour,R.C. Saint-Amour,F,25,27,11,Yellow,H
Jeff,Kent,Jeff Kent,M,25,44,10,Red,E
Artis,Silvester,Artis Silvester,M,25,53,9,Yellow,M
Pete,Yurkowski,Pete Yurkowski,M,25,24,8,Yellow,M
Jonathan,Penner,Jonathan Penner,M,25,50,7,Red,E
Carter,Williams,Carter Williams,M,25,24,6,Red,E
Abi-Maria,Gomes,Abi-Maria Gomes,F,25,32,5,Yellow,E
Malcolm,Freberg,Malcolm Freberg,M,25,25,4,Blue,E
Michael,Skupin,Michael Skupin,M,25,50,2,Yellow,E
Lisa,Whelchel,Lisa Whelchel,F,25,49,2,Yellow,E
Denise,Stapley,Denise Stapley,F,25,41,1,Blue,E
Francesca,Hogi,Francesca Hogi,F,26,39,20,Purple,E
Allie,Pohevitz,Allie Pohevitz,F,26,25,19,Orange,H
Hope,Driskill,Hope Driskill,F,26,23,18,Orange,H
Shamar,Thomas,Shamar Thomas,M,26,27,17,Orange,H
Laura,Alexander,Laura Alexander,F,26,23,16,Orange,H
Brandon,Hantz,Brandon Hantz,M,26,21,15,Purple,E
Matt,Bischoff,Matt Bischoff,M,26,38,14,Orange,H
Julia,Landauer,Julia Landauer,F,26,21,13,Orange,H
Corinne,Kaplan,Corinne Kaplan,F,26,34,12,Purple,E
Michael,Snow,Michael Snow,M,26,44,11,Orange,E
Phillip,Sheppard,Phillip Sheppard,M,26,54,10,Purple,E
Malcolm,Freberg,Malcolm Freberg,M,26,25,9,Purple,E
Reynold,Toepfer,Reynold Toepfer,M,26,30,8,Orange,E
Andrea,Boehlke,Andrea Boehlke,F,26,23,7,Purple,E
Brenda,Lowe,Brenda Lowe,F,26,30,6,Purple,E
Erik,Reichenbach,Erik Reichenbach,M,26,27,5,Purple,E
Eddie,Fox,Eddie Fox,M,26,23,4,Orange,E
Sherri,Biethman,Sherri Biethman,F,26,41,2,Orange,E
Dawn,Meehan,Dawn Meehan,F,26,42,2,Purple,E
John,Cochran,John Cochran,M,26,26,1,Purple,E
Rupert,Boneham,Rupert Boneham,M,27,49,20,Yellow,E
Colton,Cumbie,Colton Cumbie,M,27,22,19,Yellow,E
Rachel,Foulger,Rachel Foulger,F,27,33,18,Red,H
Marissa,Peterson,Marissa Peterson,F,27,21,17,Red,H
Candice,Woodcock,Candice Woodcock,F,27,30,16,Yellow,E
Brad,Culpepper,Brad Culpepper,M,27,44,15,Red,E
Kat,Edorsson,Kat Edorsson,F,27,24,14,Yellow,E
John,Cody,John Cody,M,27,30,13,Red,E
Laura,Boneham,Laura Boneham,F,27,44,12,Red,E
Aras,Baskauskas,Aras Baskauskas,M,27,31,11,Yellow,E
Vytas,Baskauskas,Vytas Baskauskas,M,27,33,10,Red,E
Caleb,Bankston,Caleb Bankston,M,27,25,9,Red,E
Katie,Collins,Katie Collins,F,27,25,8,Red,E
Hayden,Moss,Hayden Moss,M,27,26,7,Red,E
Laura,Morett,Laura Morett,F,27,44,6,Yellow,E
Ciera,Eastin,Ciera Eastin,F,27,24,5,Red,E
Tina,Wesson,Tina Wesson,F,27,52,4,Yellow,E
Monica,Culpepper,Monica Culpepper,F,27,43,2,Yellow,E
Gervase,Peterson,Gervase Peterson,M,27,43,2,Yellow,E
Tyson,Apostol,Tyson Apostol,M,27,34,1,Yellow,E
David,Samson,David Samson,M,28,45,18,Green,E
Garrett,Adelstein,Garrett Adelstein,M,28,27,17,Green,E
Brice,Johnston,Brice Johnston,M,28,27,16,Purple,E
J'Tia,Taylor,J'Tia Taylor,F,28,31,15,Green,E
Cliff,Robinson,Cliff Robinson,M,28,46,14,Orange,E
Lindsey,Ogle,Lindsey Ogle,F,28,29,13,Orange,H
Alexis,Maxwell,Alexis Maxwell,F,28,21,12,Purple,M
Sarah,Lacina,Sarah Lacina,F,28,29,11,Orange,E
Morgan,McLeod,Morgan McLeod,F,28,21,10,Purple,E
LJ,McKanas,LJ McKanas,M,28,34,9,Purple,E
Jeremiah,Wood,Jeremiah Wood,M,28,34,8,Purple,E
Jefra,Bland,Jefra Bland,F,28,22,7,Purple,E
Tasha,Fox,Tasha Fox,F,28,37,6,Green,E
Trish,Hegarty,Trish Hegarty,F,28,48,5,Orange,E
Spencer,Bledsoe,Spencer Bledsoe,M,28,21,4,Green,E
Kass,McQuillen,Kass McQuillen,F,28,41,3,Green,E
Woo,Hwang,Woo Hwang,M,28,29,2,Orange,E
Tony,Vlachos,Tony Vlachos,M,28,39,1,Orange,E
Nadiya,Anderson,Nadiya Anderson,F,29,28,18,Orange,E
Val,Collins,Val Collins,F,29,35,17,Orange,E
John,Rocker,John Rocker,M,29,39,16,Orange,E
Drew,Christy,Drew Christy,M,29,25,15,Blue,E
Kelley,Wentworth,Kelley Wentworth,F,29,28,14,Blue,E
Dale,Wentworth,Dale Wentworth,M,29,55,13,Orange,E
Julie,McGee,Julie McGee,F,29,34,12,Blue,E
Josh,Canfield,Josh Canfield,M,29,32,11,Orange,E
Jeremy,Collins,Jeremy Collins,M,29,36,10,Blue,E
Wes,Nale,Wes Nale,M,29,23,9,Orange,E
Reed,Kelly,Reed Kelly,M,29,31,8,Blue,E
Alec,Christy,Alec Christy,M,29,22,7,Orange,E
Jon,Misch,Jon Misch,M,29,26,6,Blue,E
Baylor,Wilson,Baylor Wilson,F,29,20,5,Orange,E
Keith,Nale,Keith Nale,M,29,53,4,Blue,E
Missy,Payne,Missy Payne,F,29,47,3,Blue,E
Jaclyn,Schultz,Jaclyn Schultz,F,29,25,2,Orange,E
Natalie,Anderson,Natalie Anderson,F,29,28,1,Blue,E
So,Kim,So Kim,F,30,31,18,Yellow,H
Vince,Sly,Vince Sly,M,30,32,17,Red,H
Nina,Poersch,Nina Poersch,F,30,51,16,Red,H
Lindsey,Cascaddan,Lindsey Cascaddan,F,30,24,15,Blue,H
Max,Dawson,Max Dawson,M,30,37,14,Yellow,H
Joaquin,Souberbielle,Joaquin Souberbielle,M,30,27,13,Yellow,H
Kelly,Remington,Kelly Remington,F,30,44,12,Blue,H
Hali,Ford,Hali Ford,F,30,25,11,Red,E
Joe,Anglim,Joe Anglim,M,30,25,10,Red,E
Jenn,Brown,Jenn Brown,F,30,22,9,Red,H
Shirin,Oskooi,Shirin Oskooi,F,30,31,8,Yellow,E
Tyler,Fredrickson,Tyler Fredrickson,M,30,33,7,Yellow,N
Dan,Foley,Dan Foley,M,30,47,6,Blue,E
Sierra,Thomas,Sierra Thomas,F,30,27,5,Blue,E
Rodney,Lavoie Jr.,Rodney Lavoie Jr.,M,30,24,4,Blue,E
Carolyn,Rivera,Carolyn Rivera,F,30,52,2,Yellow,E
Will,Sims II,Will Sims II,M,30,41,2,Red,E
Mike,Holloway,Mike Holloway,M,30,38,1,Blue,E
Vytas,Baskauskas,Vytas Baskauskas,M,31,36,20,Green,E
Shirin,Oskooi,Shirin Oskooi,F,31,33,19,Green,E
Peih-Gee,Law,Peih-Gee Law,F,31,38,18,Green,E
Jeff,Varner,Jeff Varner,M,31,50,17,Green,E
Monica,Padilla,Monica Padilla,F,31,32,16,Pink,E
Terry,Deitz,Terry Deitz,M,31,56,15,Green,E
Woo,Hwang,Woo Hwang,M,31,32,14,Green,E
Kass,McQuillen,Kass McQuillen,F,31,44,13,Pink,E
Andrew,Savage,Andrew Savage,M,31,53,12,Pink,E
Kelly,Wiglesworth,Kelly Wiglesworth,F,31,39,11,Green,E
Ciera,Eastin,Ciera Eastin,F,31,27,10,Pink,E
Stephen,Fishbach,Stephen Fishbach,M,31,37,9,Pink,E
Joe,Anglim,Joe Anglim,M,31,27,8,Pink,E
Abi-Maria,Gomes,Abi-Maria Gomes,F,31,36,7,Green,E
Kimmi,Kappenberg,Kimmi Kappenberg,F,31,43,6,Pink,E
Keith,Nale,Keith Nale,M,31,56,5,Pink,E
Kelley,Wentworth,Kelley Wentworth,F,31,30,4,Green,E
Spencer,Bledsoe,Spencer Bledsoe,M,31,24,2,Green,E
Tasha,Fox,Tasha Fox,F,31,40,2,Pink,E
Jeremy,Collins,Jeremy Collins,M,31,38,1,Pink,E
Darnell,Hamilton,Darnell Hamilton,M,32,27,18,Red,H
Jennifer,Lanzetti,Jennifer Lanzetti,F,32,38,17,Red,H
Liz,Markham,Liz Markham,F,32,28,16,Blue,H
Caleb,Reynolds,Caleb Reynolds,M,32,28,15,Yellow,M
